boro,budgetline,type,description,fy17cn,fy17cx,fy17f,fy17s,fy17p,fy17total
bronx,PV-DN223,PV,"JUDAICA MUSEUM OF THE HEBREW",0,,,,,0
bronx,PV-DN266,PV,"MIND-BUILDERS CREATIVE ARTS CENTER",0,,,,,0
bronx,PV-DN333,PV,"PREGONES THEATER",500000,,,,,500000
bronx,PV-DN448,PV,"BRONXNET",800000,,,,,800000
bronx,PV-DN677,PV,"BRONX RIVER ART CENTER",0,,,,,0
bronx,PV-DN678,PV,"BRONX COUNCIL ON THE ARTS",0,,,,,0
bronx,PV-DN719,PV,"WOODLAWN CONSERVANCY, INC.",0,,,,,0
bronx,PV-D176,PV,"NEW YORK ZOOLOGICAL SOCIETY IMPROVEMENTS, THE BRONX",0,,,,,0
bronx,PV-D205,PV,"NEW YORK BOTANICAL GARDENS, IMPROVEMENTS, THE BRONX",500000,,,,,500000
bronx,PV-D464,PV,"WAVE HILL ENVIRONMENTAL CENTER IMPROVEMENTS, THE BRONX",500000,,,,,500000
bronx,PV-D471,PV,"BRONX MUSEUM OF THE ARTS, RECONSTRUCTION AND IMPROVEMENTS, BRONX",1250000,,,,,1250000
bronx,PV-XN074,PV,"NEW YORK BOTANICAL GARDEN PARKING GARAGE",0,,,,,0
bronx,PV-XN166,PV,"GHETTO FILM SCHOOL",0,,,,,0
bronx,PV-XN297,PV,"MARTHA GRAHAM CENTER OF CONTEMPORARY DANCE",0,,,,,0
bronx,PV-XN333,PV,"PREGONES THEATER",0,,,,,0
bronx,PV-XN448,PV,"BRONXNET",500000,,,,,500000
bronx,PV-XN678,PV,"BRONX COUNCIL ON THE ARTS",0,,,,,0
bronx,PV-XN719,PV,"FRIENDS OF WOODLAWN CEMETERY",45000,,,,,45000
bronx,PV-X006,PV,"EQUIP PURCHASE FOR PUERTO RICAN TRAVEL THEATER",0,,,,,0
bronx,PV-X176,PV,"NEW YORK ZOOLOGICAL SOCIETY, IMPROVEMENTS, BRONX",0,,,,,0
bronx,PV-X205,PV,"NEW YORK BOTANICAL GARDENS, IMPROVEMENTS, BRONX",0,,,,,0
bronx,PV-X293,PV,"BRONX COUNTY HISTORICAL SOCIETY, IMPROVEMENTS",183000,,,,,183000
bronx,PV-X464,PV,"WAVE HILL ENVIRONMENTAL CENTER IMPROVEMENTS, BRONX",0,,,,,0
bronx,PV-X467,PV,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",0,,,,,0
bronx,PV-X471,PV,"BRONX MUSEUM OF THE ARTS, IMPROVEMENTS",250000,,,,,250000
bronx,PV-N074,PV,"NEW YORK BOTANICAL GARDEN PARKING GARAGE",0,,,,,0
bronx,PV-N166,PV,"GHETTO FILM SCHOOL",0,,,,,0
bronx,PV-N266,PV,"MIND-BUILDERS CREATIVE ARTS CENTER",569000,,,,,569000
bronx,PV-N333,PV,"PREGONES THEATER",500000,,,,,500000
bronx,PV-N448,PV,"BRONXNET",400000,,,,,400000
bronx,PV-N677,PV,"BRONX RIVER ART CENTER",0,,,,,0
bronx,PV-N678,PV,"BRONX COUNCIL ON THE ARTS",0,,,,,0
bronx,PV-N719,PV,"WOODLAWN CONSERVANCY, INC.",0,,,,,0
bronx,PV-176,PV,"NEW YORK ZOOLOGICAL SOCIETY, IMPROVEMENTS",4100000,,,,0,4100000
bronx,PV-205,PV,"NEW YORK BOTANICAL GARDENS, IMPROVEMENTS",6315000,,0,,0,6315000
bronx,PV-464,PV,"WAVE HILL ENVIRONMENTAL CENTER IMPROVEMENTS",500000,,,,0,500000
bronx,PV-471,PV,"BRONX MUSEUM OF THE ARTS, IMPROVEMENTS",500000,,0,0,0,500000
bronx,PV-545,PV,"WILDLIFE CONSERVATION SOCIETY - BRONX ZOO, FEDERAL IMPROVEMENTS",,,0,0,,0
brooklyn,PV-DN028,PV,"ISSUE PROJECT ROOM",0,,,,,0
brooklyn,PV-DN053,PV,"BILLIE HOLIDAY THEATER",0,,,,,0
brooklyn,PV-DN066,PV,"BROOKLYN ARTS COUNCIL INC.",0,,,,,0
brooklyn,PV-DN072,PV,"BROOKLYN HISTORICAL SOCIETY",514000,,,,,514000
brooklyn,PV-DN076,PV,"BROOKLYN PHILHARMONIC SYMPHONY ORCHESTRA",0,,,,,0
brooklyn,PV-DN088,PV,"BRIC ARTS MEDIA, BROOKLYN, INC.",0,,,,,0
brooklyn,PV-DN112,PV,"CONEY ISLAND USA",0,,,,,0
brooklyn,PV-DN113,PV,"REEL STORIES TEEN FILMMAKING MEDIA LAB",0,,,,,0
brooklyn,PV-DN124,PV,"DANCEWAVE, INC",400000,,,,,400000
brooklyn,PV-DN144,PV,"STREB/RINGSIDE",200000,,,,,200000
brooklyn,PV-DN197,PV,"IRONDALE CENTER FOR THEATER, EDUCATION, AND OUTREACH",0,,,,,0
brooklyn,PV-DN209,PV,"JEWISH CHILDREN'S MUSEUM",0,,,,,0
brooklyn,PV-DN258,PV,"MARK MORRIS DANCE GROUP (DISCALCED, INC.)",0,,,,,0
brooklyn,PV-DN362,PV,"ST. ANN'S WAREHOUSE/ARTS AT ST. ANN'S",0,,,,,0
brooklyn,PV-DN417,PV,"BROOKLYN CENTER FOR THE PERFORMING ARTS",0,,,,,0
brooklyn,PV-DN429,PV,"THEATRE FOR A NEW AUDIENCE",200000,,,,,200000
brooklyn,PV-DN476,PV,"INTERNATIONAL STUDIO & CURATORIAL PROGRAM (ISCP)",20000,,,,,20000
brooklyn,PV-DN579,PV,"BROOKLYN BALLET - SCHERMERHORN HOUSE",0,,,,,0
brooklyn,PV-DN607,PV,"ST. ROSALIA - REGINA PACIS - NEIGHBORHOOD IMPROVEMENT ASSOCIATION",0,,,,,0
brooklyn,PV-DN639,PV,"AMERICAN DOCUMENTARY, INC.",0,,,,,0
brooklyn,PV-DN645,PV,"BROOKLYN YOUTH CHORUS",0,,,,,0
brooklyn,PV-DN654,PV,"BEDFORD STUYVESANT RESTORATION CORPORATION",0,,,,,0
brooklyn,PV-DN680,PV,"MUSEUM OF CONTEMPORARY AFRICAN DIASPORAN ARTS (MOCADA)",0,,,,,0
brooklyn,PV-DN726,PV,"PROTEUS GOWANUS INTERDISCIPLINARY GALLERY, INC.",0,,,,,0
brooklyn,PV-DN760,PV,"ST. NICKS ALLIANCE CORP.",0,,,,,0
brooklyn,PV-DN767,PV,"ROOFTOP FILMS, INC.",0,,,,,0
brooklyn,PV-DN784,PV,"GREENWOOD HISTORIC FUND",0,,,,,0
brooklyn,PV-DN829,PV,"AARON DAVIS HALL, INC.",35000,,,,,35000
brooklyn,PV-DN853,PV,"ORIGINAL MUSIC WORKSHOP",37000,,,,,37000
brooklyn,PV-DN922,PV,"BROOKLYN CONSERVATORY OF MUSIC (BKCM)",100000,,,,,100000
brooklyn,PV-DN948,PV,"SPACEWORKS NYC INC.",150000,,,,,150000
brooklyn,PV-D230,PV,"NEW YORK AQUARIUM, IMPROVEMENTS",0,,,,,0
brooklyn,PV-D235,PV,"BROOKLYN MUSEUM, IMPROVEMENTS",500000,,,,,500000
brooklyn,PV-D236,PV,"BROOKLYN BOTANIC GARDEN, IMPROVEMENTS",560000,,,,,560000
brooklyn,PV-D262,PV,"BROOKLYN CHILDREN'S MUSEUM, IMPROVEMENTS",1341000,,,,,1341000
brooklyn,PV-D264,PV,"BROOKLYN ACADEMY OF MUSIC, IMPROVEMENTS",8000000,,,,,8000000
brooklyn,PV-D520,PV,"WEEKSVILLE, IMPROVEMENTS",0,,,,,0
brooklyn,PV-KN028,PV,"ISSUE PROJECT ROOM",0,,,,,0
brooklyn,PV-KN053,PV,"BILLIE HOLIDAY THEATER",200000,,,,,200000
brooklyn,PV-KN066,PV,"BROOKLYN ARTS COUNCIL INC.",0,,,,,0
brooklyn,PV-KN068,PV,"BROOKLYN BALLET",0,,,,,0
brooklyn,PV-KN072,PV,"BROOKLYN HISTORICAL SOCIETY",250000,,,,,250000
brooklyn,PV-KN076,PV,"BROOKLYN PHILHARMONIC SYMPHONY ORCHESTRA",0,,,,,0
brooklyn,PV-KN087,PV,"CARLOS LEZAMA ARCHIVES & CARIBBEAN CULTURAL CENTER (CLACC-C)",0,,,,,0
brooklyn,PV-KN088,PV,"BRIC ARTS MEDIA, BROOKLYN, INC.",35000,,,,,35000
brooklyn,PV-KN112,PV,"CONEY ISLAND USA",0,,,,,0
brooklyn,PV-KN124,PV,"DANCEWAVE, INC",250000,,,,,250000
brooklyn,PV-KN144,PV,"STREB/RINGSIDE",500000,,,,,500000
brooklyn,PV-KN197,PV,"IRONDALE CENTER FOR THEATER, EDUCATION, AND OUTREACH",0,,,,,0
brooklyn,PV-KN258,PV,"MARK MORRIS DANCE GROUP (DISCALCED, INC.)",482000,,,,,482000
brooklyn,PV-KN362,PV,"ST. ANN'S WAREHOUSE/ARTS AT ST. ANN'S",0,,,,,0
brooklyn,PV-KN429,PV,"THEATRE FOR A NEW AUDIENCE",500000,,,,,500000
brooklyn,PV-KN444,PV,"SOCIETY FOR THE PRESERVATION OF WEEKSVILLE & BEDFORD STUYVESANT HIST",250000,,,,,250000
brooklyn,PV-KN473,PV,"TRILOCK FUSION ARTS, INC.",0,,,,,0
brooklyn,PV-KN476,PV,"INTERNATIONAL STUDIO & CURATORIAL PROGRAM (ISCP)",47000,,,,,47000
brooklyn,PV-KN680,PV,"MUSEUM OF CONTEMPORARY AFRICAN DIASPORAN ARTS (MOCADA)",0,,,,,0
brooklyn,PV-KN716,PV,"URBAN WORD NYC",0,,,,,0
brooklyn,PV-KN717,PV,"EYEBEAM, INC.",0,,,,,0
brooklyn,PV-KN763,PV,"GALLIM DANCE COMPANY",0,,,,,0
brooklyn,PV-KN767,PV,"ROOFTOP FILMS, INC",45000,,,,,45000
brooklyn,PV-KN802,PV,"IFETAYO CULTURAL ARTS ACADEMY",0,,,,,0
brooklyn,PV-KN853,PV,"ORIGINAL MUSIC WORKSHOP",35000,,,,,35000
brooklyn,PV-KN921,PV,"SPOKE THE HUB DANCING, INC",50000,,,,,50000
brooklyn,PV-KN922,PV,"BROOKLYN CONSERVATORY OF MUSIC (BKCM)",144000,,,,,144000
brooklyn,PV-K230,PV,"NEW YORK AQUARIUM, IMPROVEMENTS",500000,,,,,500000
brooklyn,PV-K235,PV,"BROOKLYN MUSEUM, IMPROVEMENTS",1000000,,,,,1000000
brooklyn,PV-K236,PV,"BROOKLYN BOTANIC GARDEN, IMPROVEMENTS",500000,,,,,500000
brooklyn,PV-K262,PV,"BROOKLYN CHILDREN'S MUSEUM, IMPROVEMENTS",1341000,,,,,1341000
brooklyn,PV-K264,PV,"BROOKLYN ACADEMY OF MUSIC, IMPROVEMENTS",1000000,,,,,1000000
brooklyn,PV-K467,PV,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",0,,,,0,0
brooklyn,PV-K520,PV,"WEEKSVILLE, IMPROVEMENTS",0,,,,,0
brooklyn,PV-K999,PV,"CONSTRUCTION OR ACQUISITION OF A NON-CITY OWNED PUBLIC BETTERMENT",0,,,,,0
brooklyn,PV-R230,PV,"NEW YORK AQUARIUM, IMPROVEMENTS",0,,,,,0
brooklyn,PV-N028,PV,"ISSUE PROJECT ROOM",0,,,,,0
brooklyn,PV-N053,PV,"BILLIE HOLIDAY THEATER",0,,,,,0
brooklyn,PV-N066,PV,"BROOKLYN ARTS COUNCIL INC.",0,,,,,0
brooklyn,PV-N072,PV,"BROOKLYN HISTORICAL SOCIETY",575000,,,,,575000
brooklyn,PV-N076,PV,"BROOKLYN PHILHARMONIC SYMPHONY ORCHESTRA",0,,,,,0
brooklyn,PV-N088,PV,"BRIC ARTS MEDIA, BROOKLYN, INC.",32000,,,,,32000
brooklyn,PV-N112,PV,"CONEY ISLAND USA",600000,,,,,600000
brooklyn,PV-N124,PV,"DANCEWAVE, INC",50000,,,,,50000
brooklyn,PV-N144,PV,"STREB/RINGSIDE",500000,,,,,500000
brooklyn,PV-N197,PV,"IRONDALE CENTER FOR THEATER, EDUCATION, AND OUTREACH",0,,,,,0
brooklyn,PV-N209,PV,"JEWISH CHILDREN'S MUSEUM",0,,,,,0
brooklyn,PV-N251,PV,"CHEZ BUSHWICK",0,,,,,0
brooklyn,PV-N258,PV,"MARK MORRIS DANCE GROUP (DISCALCED, INC.)",500000,,,,,500000
brooklyn,PV-N362,PV,"ST. ANN'S WAREHOUSE/ARTS AT ST. ANN'S",0,,,,,0
brooklyn,PV-N429,PV,"THEATRE FOR A NEW AUDIENCE",200000,,,,,200000
brooklyn,PV-N462,PV,"YOUNG DANCERS IN REPERTORY",0,,,,,0
brooklyn,PV-N476,PV,"INTERNATIONAL STUDIO & CURATORIAL PROGRAM (ISCP)",20000,,,,,20000
brooklyn,PV-N607,PV,"ST. ROSALIA - REGINA PACIS - NEIGHBORHOOD IMPROVEMENT ASSOCIATION",0,,,,,0
brooklyn,PV-N639,PV,"AMERICAN DOCUMENTARY, INC.",0,,,,,0
brooklyn,PV-N645,PV,"BROOKLYN YOUTH CHORUS",0,,,,,0
brooklyn,PV-N654,PV,"BEDFORD STUYVESANT RESTORATION CORPORATION",1202000,,,,,1202000
brooklyn,PV-N680,PV,"MUSEUM OF CONTEMPORARY AFRICAN DIASPORAN ARTS (MOCADA)",0,,,,,0
brooklyn,PV-N760,PV,"ST. NICKS ALLIANCE CORP.",0,,,,,0
brooklyn,PV-N784,PV,"GREENWOOD HISTORIC FUND",0,,,,,0
brooklyn,PV-N921,PV,"SPOKE THE HUB DANCING, INC",50000,,,,,50000
brooklyn,PV-N955,PV,"WEEKSVILLE HERITAGE CENTER-HUNTERFLY HISTORIC HOUSES",1000000,,,,,1000000
brooklyn,PV-230,PV,"NEW YORK AQUARIUM, IMPROVEMENTS",10750000,,90000000,,0,100750000
brooklyn,PV-235,PV,"BROOKLYN MUSEUM, IMPROVEMENTS",1100000,,0,,0,1100000
brooklyn,PV-236,PV,"BROOKLYN BOTANIC GARDEN, IMPROVEMENTS",5951000,,0,,,5951000
brooklyn,PV-262,PV,"BROOKLYN CHILDREN'S MUSEUM, IMPROVEMENTS",1000,,,0,0,1000
brooklyn,PV-264,PV,"BROOKLYN ACADEMY OF MUSIC, IMPROVEMENTS",3000000,,0,,0,3000000
brooklyn,PV-520,PV,"WEEKSVILLE, IMPROVEMENTS",10000,,,,,10000
brooklyn,PV-546,PV,"BROOKLYN CHILDREN'S MUSEUM, FEDERAL IMPROVEMENTS",0,,0,0,,0
manhattan,PV-C289,PV,"NEW YORK SHAKESPEARE FESTIVAL/PUBLIC THEATER, IMPROVEMENTS",0,,,,,0
manhattan,PV-C525,PV,"STUDIO MUSEUM IN HARLEM SCULPTURE GARDEN/GALLARY, IMPROVEMENTS",0,,,,0,0
manhattan,PV-DN001,PV,"3 LEGGED DOG, INC",0,,,,,0
manhattan,PV-DN002,PV,"52ND STREET PROJECT",0,,,,,0
manhattan,PV-DN017,PV,"ALLIANCE OF RESIDENT THEATERS/NEW YORK (ART/NY)",0,,,,,0
manhattan,PV-DN019,PV,"ALVIN AILEY AMERICAN DANCE THEATER",1800000,,,,,1800000
manhattan,PV-DN022,PV,"AMERICAN INSTITUTE OF ARCHITECTS",0,,,,,0
manhattan,PV-DN031,PV,"ARC ON 4TH STREET",400000,,,,,400000
manhattan,PV-DN038,PV,"ATLANTIC THEATER COMPANY",0,,,,,0
manhattan,PV-DN042,PV,"BALLET HISPANICO",0,,,,,0
manhattan,PV-DN067,PV,"WHITNEY MUSEUM OF AMERICAN ART",0,,,,,0
manhattan,PV-DN091,PV,"CENTER FOR JEWISH HISTORY",0,,,,,0
manhattan,PV-DN099,PV,"CHILDREN'S MUSEUM OF MANHATTAN",0,,,,,0
manhattan,PV-DN101,PV,"CHURCH STREET SCHOOL FOR MUSIC AND ART",0,,,,,0
manhattan,PV-DN111,PV,"COMMUNITY WORKS",0,,,,,0
manhattan,PV-DN120,PV,"CREATIVE TIME",0,,,,,0
manhattan,PV-DN122,PV,"DANCE THEATER OF HARLEM, INC.",1000000,,,,,1000000
manhattan,PV-DN123,PV,"DANCE THEATER WORKSHOP",0,,,,,0
manhattan,PV-DN127,PV,"OPEN CHANNELS NEW YORK, INC. D/B/A DIXON PLACE",0,,,,,0
manhattan,PV-DN131,PV,"DOWNTOWN ART/ALPHA OMEGA YOUTH CENTER",100000,,,,,100000
manhattan,PV-DN132,PV,"DOWNTOWN COMMUNITY TELEVISION CENTER (DCTV)",0,,,,,0
manhattan,PV-DN134,PV,"LA MAMA EXPERIMENTAL THEATRE CLUB",0,,,,,0
manhattan,PV-DN142,PV,"EDUCATIONAL ALLIANCE",248000,,,,,248000
manhattan,PV-DN143,PV,"ELAINE KAUFMAN CULTURAL CENTER",100000,,,,,100000
manhattan,PV-DN149,PV,"EXIT ART",0,,,,,0
manhattan,PV-DN176,PV,"GUGGENHEIM MUSEUM",0,,,,,0
manhattan,PV-DN181,PV,"HARLEM SCHOOL OF THE ARTS",0,,,,,0
manhattan,PV-DN185,PV,"HERE ARTS CENTER",41000,,,,,41000
manhattan,PV-DN187,PV,"STUDIO IN A SCHOOL",0,,,,,0
manhattan,PV-DN195,PV,"AN CLAIDHEAMH SOLUIS, INC. / IRISH ARTS CENTER",2500000,,,,,2500000
manhattan,PV-DN196,PV,"IRISH REPERTORY THEATRE",179000,,,,,179000
manhattan,PV-DN199,PV,"ITALIAN AMERICAN MUSEUM",0,,,,,0
manhattan,PV-DN204,PV,"JAZZ AT LINCOLN CENTER",0,,,,,0
manhattan,PV-DN213,PV,"JEWISH COMMUNITY CENTER IN MANHATTAN",0,,,,,0
manhattan,PV-DN214,PV,"ENSEMBLE STUDIO THEATRE",1000000,,,,,1000000
manhattan,PV-DN219,PV,"MANHATTAN CLASS COMPANY INC.",0,,,,,0
manhattan,PV-DN222,PV,"JOYCE THEATER",0,,,,,0
manhattan,PV-DN224,PV,"KEHILA KEDOSH JANINA MUSEUM",0,,,,,0
manhattan,PV-DN233,PV,"LEAGUE OF AMERICAN THEATER",0,,,,,0
manhattan,PV-DN247,PV,"LOWER EAST SIDE TENEMENT MUSEUM",100000,,,,,100000
manhattan,PV-DN250,PV,"LOWER MANHATTAN CULTURAL COUNCIL",0,,,,,0
manhattan,PV-DN256,PV,"MANHATTAN THEATER CLUB",0,,,,,0
manhattan,PV-DN263,PV,"METROPOLITAN OPERA ASSOCIATION",0,,,,,0
manhattan,PV-DN277,PV,"MUSEUM FOR AFRICAN ART",0,,,,,0
manhattan,PV-DN278,PV,"MUSEUM OF ARTS AND DESIGN",0,,,,,0
manhattan,PV-DN279,PV,"MUSEUM OF CHINESE IN AMERICA CENTRE STREET LOCATION",220000,,,,,220000
manhattan,PV-DN280,PV,"MUSEUM OF COMIC AND CARTOON ART",0,,,,,0
manhattan,PV-DN281,PV,"MUSEUM OF MODERN ART",0,,,,,0
manhattan,PV-DN285,PV,"NATIONAL BLACK THEATER",0,,,,,0
manhattan,PV-DN288,PV,"NATIONAL MUSEUM OF THE AMERICAN INDIAN",0,,,,,0
manhattan,PV-DN290,PV,"NEW 42ND STREET INC.",1150000,,,,,1150000
manhattan,PV-DN291,PV,"NEW MUSEUM",0,,,,,0
manhattan,PV-DN304,PV,"NEW YORK HISTORICAL SOCIETY",100000,,,,,100000
manhattan,PV-DN307,PV,"NEW YORK THEATER WORKSHOP",55000,,,,,55000
manhattan,PV-DN320,PV,"ORCHESTRA OF ST. LUKES",0,,,,,0
manhattan,PV-DN329,PV,"PLAYWRIGHTS HORIZONS, INC.",0,,,,,0
manhattan,PV-DN345,PV,"SPANISH THEATRE REPERTORY COMPANY, LTD. D/B/A REPERTORIO ESPANOL",130000,,,,,130000
manhattan,PV-DN353,PV,"ROSIE'S BROADWAY KIDS",0,,,,,0
manhattan,PV-DN354,PV,"ROUNDABOUT THEATRE COMPANY",0,,,,,0
manhattan,PV-DN375,PV,"SECOND STAGE THEATER",0,,,,,0
manhattan,PV-DN381,PV,"SEVENTH REGIMENT ARMORY CONSERVANCY",1700000,,,,,1700000
manhattan,PV-DN385,PV,"SIGNATURE THEATRE COMPANY",0,,,,,0
manhattan,PV-DN394,PV,"SOUTH STREET SEAPORT MUSEUM",2750000,,,,,2750000
manhattan,PV-DN409,PV,"SYMPHONY SPACE",1065000,,,,,1065000
manhattan,PV-DN411,PV,"TEATRO CIRCULO",0,,,,,0
manhattan,PV-DN414,PV,"ACTORS FUND",0,,,,,0
manhattan,PV-DN418,PV,"THE BUILDERS ASSOCIATION",0,,,,,0
manhattan,PV-DN419,PV,"COOPER-HEWITT NATIONAL DESIGN MUSEUM",0,,,,,0
manhattan,PV-DN421,PV,"CHILDREN'S MUSEUM OF THE ARTS",0,,,,,0
manhattan,PV-DN423,PV,"THE JEWISH MUSEUM",150000,,,,,150000
manhattan,PV-DN424,PV,"KITCHEN",0,,,,,0
manhattan,PV-DN426,PV,"TOWN HALL FOUNDATION, INC.",0,,,,,0
manhattan,PV-DN430,PV,"WNET.ORG",0,,,,,0
manhattan,PV-DN434,PV,"TRIBECCA FILM INSTITUTE",0,,,,,0
manhattan,PV-DN454,PV,"WNYC NEW YORK PUBLIC RADIO",0,,,,,0
manhattan,PV-DN463,PV,"ABC NO RIO",0,,,,,0
manhattan,PV-DN569,PV,"ARTS CONNECTION",0,,,,,0
manhattan,PV-DN572,PV,"CREATE IN CHINATOWN",0,,,,,0
manhattan,PV-DN574,PV,"ROD RODGERS DANCE CO & DUO THEATER",0,,,,,0
manhattan,PV-DN575,PV,"RUBIN MUSEUM OF ART",0,,,,,0
manhattan,PV-DN576,PV,"THIRD STREET MUSIC SCHOOL SETTLEMENT",100000,,,,,100000
manhattan,PV-DN606,PV,"ELDRIDGE STREET PROJECT",0,,,,,0
manhattan,PV-DN612,PV,"EAST HARLEM ARTS AND EDUCATION LDC (HECKSCHER BLDG.)",1563000,,,,,1563000
manhattan,PV-DN653,PV,"HENRY STREET SETTLEMENT",163000,,,,,163000
manhattan,PV-DN657,PV,"NATIONAL DANCE INSTITUTE, INC.",0,,,,,0
manhattan,PV-DN666,PV,"OPERA AMERICA, INC.",0,,,,,0
manhattan,PV-DN669,PV,"NUYORICAN POETS CAFE",3000000,,,,,3000000
manhattan,PV-DN674,PV,"FLEA THEATER, INC.",0,,,,,0
manhattan,PV-DN683,PV,"WOMEN'S PROJECT AND PRODUCTIONS, INC.",0,,,,,0
manhattan,PV-DN686,PV,"ANTHOLOGY FILM ARCHIVES, INC.",0,,,,,0
manhattan,PV-DN694,PV,"SOCIETY OF THE EDUCATIONAL ARTS",0,,,,,0
manhattan,PV-DN704,PV,"HISPANIC SOCIETY OF AMERICA",200000,,,,,200000
manhattan,PV-DN717,PV,"EYEBEAM, INC.",0,,,,,0
manhattan,PV-DN729,PV,"BROADWAY HOUSING COMMUNITIES",0,,,,,0
manhattan,PV-DN736,PV,"PEARL THEATRE COMPANY, INC.",0,,,,,0
manhattan,PV-DN737,PV,"MANHATTAN SCHOOL OF MUSIC",0,,,,,0
manhattan,PV-DN740,PV,"SOHO THINK TANK, INC.",0,,,,,0
manhattan,PV-DN741,PV,"CHINA INSTITUTE IN AMERICA, INC.",0,,,,,0
manhattan,PV-DN743,PV,"PALEY CENTER FOR MEDIA",0,,,,,0
manhattan,PV-DN747,PV,"NEW DRAMATISTS, INC.",0,,,,,0
manhattan,PV-DN766,PV,"UPTOWN DANCE ACADEMY",0,,,,,0
manhattan,PV-DN789,PV,"TOWN HALL FOUNDATION, INC.",0,,,,,0
manhattan,PV-DN791,PV,"THEATER FOR THE NEW CITY FOUNDATION, INC.",300000,,,,,300000
manhattan,PV-DN794,PV,"AMERICAS SOCIETY, INC.",0,,,,,0
manhattan,PV-DN812,PV,"JULIA DE BURGOS LATINO CULTURAL CENTER",0,,,,,0
manhattan,PV-DN813,PV,"CITY LORE, INC.",0,,,,,0
manhattan,PV-DN814,PV,"DIA CENTER FOR THE ARTS, INC.",0,,,,,0
manhattan,PV-DN815,PV,"HUDSON GUILD, INC.",0,,,,,0
manhattan,PV-DN818,PV,"RATTLESTICK PRODUCTIONS INC.",0,,,,,0
manhattan,PV-DN819,PV,"HARLEM ARTS ALLIANCE",0,,,,,0
manhattan,PV-DN820,PV,"VIVIAN BEAUMONT THEATER, INC.",0,,,,,0
manhattan,PV-DN831,PV,"GINA GIBNEY DANCE, INC.",0,,,,,0
manhattan,PV-DN834,PV,"THE GENERAL SOCIETY OF THE MECHANICS AND TRADESMEN",0,,,,,0
manhattan,PV-DN836,PV,"UPPER MANHATTAN EMPOWERMENT ZONE DEVELOPMENT CORPORATION",0,,,,,0
manhattan,PV-DN910,PV,"MIDORI FOUNDATION, INC",0,,,,,0
manhattan,PV-DN927,PV,"DYNAMIC FORMS, INC.",100000,,,,,100000
manhattan,PV-D018,PV,"EL MUSEO DEL BARRIO, RECONSTRUCTION, IMPROVEMENTS",0,,,,,0
manhattan,PV-D022,PV,"METROPOLITAN MUSEUM OF ART, IMPROVEMENTS",0,,,,,0
manhattan,PV-D034,PV,"AMERICAN MUSEUM OF NATURAL HISTORY, IMPROVEMENTS & ADDITIONS, MANHATTA",8800000,,,,,8800000
manhattan,PV-D101,PV,"MUSEUM OF JEWISH HERITAGE, IMPROVEMENTS",0,,,,,0
manhattan,PV-D206,PV,"NEW YORK CITY POLICE MUSEUM",0,,,,,0
manhattan,PV-D234,PV,"CLEMENTE SOTO VELEZ",0,,,,,0
manhattan,PV-D241,PV,"MUSEUM OF CITY OF N. Y. IMPROVEMENTS",2000000,,,,,2000000
manhattan,PV-D279,PV,"CITY CENTER, MANHATTAN, RECON AND IMPROVEMENTS",100000,,,,,100000
manhattan,PV-D289,PV,"NEW YORK SHAKESPEARE FESTIVAL/PUBLIC THEATER, IMPROVEMENTS",0,,,,,0
manhattan,PV-D475,PV,"NEW YORK STATE THEATER ALTERATIONS AND IMPROVEMENTS, MANHATTAN",0,,,,,0
manhattan,PV-D489,PV,"LINCOLN CENTER, IMPROVEMENT AND RENOVATION OF SITE",315000,,,,,315000
manhattan,PV-D503,PV,"CARNEGIE HALL, RECONSTRUCTION AND IMPROVEMENTS",0,,,,,0
manhattan,PV-D525,PV,"STUDIO MUSEUM IN HARLEM SCULPTURE GARDEN/GALLARY, IMPROVEMENTS",150000,,,,,150000
manhattan,PV-D788,PV,"THE 122 COMMUNITY CENTER INC.",0,,,,,0
manhattan,PV-MN001,PV,"3 LEGGED DOG, INC",100000,,,,,100000
manhattan,PV-MN002,PV,"52ND STREET PROJECT",0,,,,,0
manhattan,PV-MN019,PV,"ALVIN AILEY DANCE FOUNDATION, INC",100000,,,,,100000
manhattan,PV-MN027,PV,"APOLLO THEATER FOUNDATION",0,,,,,0
manhattan,PV-MN031,PV,"ARTISTS RESIDENCE COMMUNITY ON EAST 4TH STREET, INC. (ARC)",150000,,,,,150000
manhattan,PV-MN038,PV,"ATLANTIC THEATER COMPANY",100000,,,,,100000
manhattan,PV-MN042,PV,"BALLET HISPANICO",0,,,,,0
manhattan,PV-MN051,PV,"BIG APPLE CIRCUS",0,,,,,0
manhattan,PV-MN120,PV,"CREATIVE TIME",0,,,,,0
manhattan,PV-MN122,PV,"DANCE THEATER OF HARLEM, INC.",250000,,,,,250000
manhattan,PV-MN127,PV,"OPEN CHANNELS NEW YORK, INC. D/B/A DIXON PLACE",0,,,,,0
manhattan,PV-MN131,PV,"DOWNTOWN ART/ALPHA OMEGA YOUTH CENTER",0,,,,,0
manhattan,PV-MN132,PV,"DOWNTOWN COMMUNITY TELEVISION CENTER (DCTV)",0,,,,,0
manhattan,PV-MN134,PV,"LA MAMA EXPERIMENTAL THEATRE CLUB",150000,,,,,150000
manhattan,PV-MN143,PV,"ELAINE KAUFMAN CULTURAL CENTER",100000,,,,,100000
